"attribute_index","attribute_id","attribute_label","schema_category","layer_1_id","layer_1","layer_2_id","layer_2","layer_3_id","layer_3"
"369","topic_puzzles","Interest: Puzzles","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"370","topic_chess","Interest: Chess","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"371","topic_astrology","Interest: Astrology","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"372","topic_true_crime","Interest: True crime","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"373","topic_podcasts","Interest: Podcasts","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"374","topic_social_media","Interest: Social media","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"375","topic_volunteering","Interest: Volunteering","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"376","topic_activism","Interest: Activism","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"377","topic_environment","Interest: Environment","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"378","topic_sustainability","Interest: Sustainability","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"379","topic_wine","Interest: Wine","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"380","topic_coffee","Interest: Coffee","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"381","topic_craft_beer","Interest: Craft beer","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"382","topic_tea","Interest: Tea","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"383","topic_baking","Interest: Baking","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"384","topic_interior_design","Interest: Interior design","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"385","topic_architecture","Interest: Architecture","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"386","topic_languages","Interest: Languages","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"387","topic_genealogy","Interest: Genealogy","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"388","topic_collecting","Interest: Collecting","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"389","topic_knitting","Interest: Knitting","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"390","topic_woodworking","Interest: Woodworking","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"391","topic_calligraphy","Interest: Calligraphy","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"392","topic_dance","Interest: Dance","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"393","topic_stand_up_comedy","Interest: Stand-up comedy","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"394","topic_magic_tricks","Interest: Magic tricks","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"395","topic_astronomy","Interest: Astronomy","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"396","topic_robotics","Interest: Robotics","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"397","topic_drones","Interest: Drones","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"398","topic_3d_printing","Interest: 3D printing","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"399","topic_investmentoring","Interest: Investmentoring","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"400","topic_entrepreneurship","Interest: Entrepreneurship","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"401","topic_productivity","Interest: Productivity","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"402","topic_self_improvement","Interest: Self-improvement","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"403","topic_mindfulness","Interest: Mindfulness","Interests: Topics","lifestyle_health","Lifestyle and Health","interests","Interests","broad_interest_areas","Broad Interest Areas"
"404","lang_english","Language: English","Linguistic: Language","background","Background","language","Language","language_profile","Language Profile"
"405","lang_mandarin","Language: Mandarin","Linguistic: Language","background","Background","language","Language","language_profile","Language Profile"
"406","lang_cantonese","Language: Cantonese","Linguistic: Language","background","Background","language","Language","language_profile","Language Profile"
"407","lang_spanish","Language: Spanish","Linguistic: Language","background","Background","language","Language","language_profile","Language Profile"
