"attribute_index","attribute_id","attribute_label","schema_category","layer_1_id","layer_1","layer_2_id","layer_2","layer_3_id","layer_3"
"662","bookg_thriller","Books: Thriller","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"663","bookg_romance","Books: Romance","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"664","bookg_historical_fiction","Books: Historical fiction","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"665","bookg_horror","Books: Horror","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"666","bookg_biography","Books: Biography","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"667","bookg_memoir","Books: Memoir","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"668","bookg_self_help","Books: Self-help","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"669","bookg_business","Books: Business","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"670","bookg_popular_science","Books: Popular science","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"671","bookg_history","Books: History","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"672","bookg_philosophy","Books: Philosophy","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"673","bookg_poetry","Books: Poetry","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"674","bookg_young_adult","Books: Young adult","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"675","bookg_graphic_novels","Books: Graphic novels","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"676","bookg_true_crime","Books: True crime","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"677","bookg_travel_writing","Books: Travel writing","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"678","bookg_cookbooks","Books: Cookbooks","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"679","bookg_essays","Books: Essays","Interests: Media","lifestyle_health","Lifestyle and Health","interests","Interests","media","Media"
"680","cuis_italian","Cuisine: Italian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"681","cuis_french","Cuisine: French","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"682","cuis_spanish","Cuisine: Spanish","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"683","cuis_greek","Cuisine: Greek","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"684","cuis_mexican","Cuisine: Mexican","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"685","cuis_peruvian","Cuisine: Peruvian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"686","cuis_brazilian","Cuisine: Brazilian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"687","cuis_american_bbq","Cuisine: American BBQ","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"688","cuis_southern_soul_food","Cuisine: Southern soul food","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"689","cuis_cajun","Cuisine: Cajun","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"690","cuis_chinese","Cuisine: Chinese","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"691","cuis_sichuan","Cuisine: Sichuan","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"692","cuis_cantonese","Cuisine: Cantonese","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"693","cuis_japanese","Cuisine: Japanese","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"694","cuis_korean","Cuisine: Korean","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"695","cuis_thai","Cuisine: Thai","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"696","cuis_vietnamese","Cuisine: Vietnamese","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"697","cuis_indian","Cuisine: Indian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"698","cuis_pakistani","Cuisine: Pakistani","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"699","cuis_middle_eastern","Cuisine: Middle Eastern","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"700","cuis_lebanese","Cuisine: Lebanese","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"701","cuis_turkish","Cuisine: Turkish","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"702","cuis_moroccan","Cuisine: Moroccan","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"703","cuis_ethiopian","Cuisine: Ethiopian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"704","cuis_nigerian","Cuisine: Nigerian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"705","cuis_caribbean","Cuisine: Caribbean","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"706","cuis_german","Cuisine: German","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"707","cuis_scandinavian","Cuisine: Scandinavian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"708","cuis_russian","Cuisine: Russian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"709","cuis_spanish_tapas","Cuisine: Spanish tapas","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"710","cuis_sushi","Cuisine: Sushi","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"711","cuis_ramen","Cuisine: Ramen","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"712","cuis_vegan","Cuisine: Vegan","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"713","cuis_vegetarian","Cuisine: Vegetarian","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"714","cuis_seafood","Cuisine: Seafood","Interests: Food","lifestyle_health","Lifestyle and Health","interests","Interests","food","Food"
"715","sport_soccer","Sport: Soccer","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"716","sport_basketball","Sport: Basketball","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"717","sport_american_football","Sport: American football","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"718","sport_baseball","Sport: Baseball","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"719","sport_tennis","Sport: Tennis","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"720","sport_golf","Sport: Golf","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"721","sport_cricket","Sport: Cricket","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"722","sport_rugby","Sport: Rugby","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"723","sport_hockey","Sport: Hockey","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"724","sport_volleyball","Sport: Volleyball","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"725","sport_swimming","Sport: Swimming","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"726","sport_running","Sport: Running","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"727","sport_cycling","Sport: Cycling","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"728","sport_boxing","Sport: Boxing","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"729","sport_mma","Sport: MMA","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"730","sport_wrestling","Sport: Wrestling","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"731","sport_skiing","Sport: Skiing","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"732","sport_snowboarding","Sport: Snowboarding","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"733","sport_surfing","Sport: Surfing","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"734","sport_skateboarding","Sport: Skateboarding","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"735","sport_climbing","Sport: Climbing","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"736","sport_gymnastics","Sport: Gymnastics","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"737","sport_track_field","Sport: Track & field","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"738","sport_badminton","Sport: Badminton","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"739","sport_table_tennis","Sport: Table tennis","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"740","sport_squash","Sport: Squash","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"741","sport_sailing","Sport: Sailing","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"742","sport_rowing","Sport: Rowing","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"743","sport_martial_arts","Sport: Martial arts","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"744","sport_yoga","Sport: Yoga","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"745","sport_pilates","Sport: Pilates","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"746","sport_crossfit","Sport: CrossFit","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"747","sport_weightlifting","Sport: Weightlifting","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"748","sport_esports","Sport: Esports","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"749","sport_darts","Sport: Darts","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"750","sport_bowling","Sport: Bowling","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"751","sport_archery","Sport: Archery","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"752","sport_equestrian","Sport: Equestrian","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"753","sport_fencing","Sport: Fencing","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"754","sport_triathlon","Sport: Triathlon","Interests: Sports","lifestyle_health","Lifestyle and Health","interests","Interests","sports","Sports"
"755","mbti_type","Myers-Briggs type","Personality: MBTI","psychology","Psychology","personality","Personality","mbti","MBTI"
"756","big5_imagination","Imagination","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"757","big5_artistic_interest","Artistic interest","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"758","big5_emotionality","Emotionality","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"759","big5_adventurousness","Adventurousness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"760","big5_intellect","Intellect","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"761","big5_liberalism","Liberalism","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"762","big5_self_efficacy","Self-efficacy","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"763","big5_orderliness","Orderliness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"764","big5_dutifulness","Dutifulness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"765","big5_achievement_striving","Achievement-striving","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"766","big5_self_discipline","Self-discipline","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"767","big5_cautiousness","Cautiousness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"768","big5_friendliness","Friendliness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"769","big5_gregariousness","Gregariousness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"770","big5_assertiveness","Assertiveness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"771","big5_activity_level","Activity level","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"772","big5_excitement_seeking","Excitement-seeking","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"773","big5_cheerfulness","Cheerfulness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"774","big5_trust","Trust","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"775","big5_morality","Morality","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"776","big5_altruism","Altruism","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"777","big5_cooperation","Cooperation","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"778","big5_modesty","Modesty","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"779","big5_sympathy","Sympathy","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"780","big5_anxiety","Anxiety","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"781","big5_anger","Anger","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"782","big5_depression","Depression","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"783","big5_self_consciousness","Self-consciousness","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"784","big5_immoderation","Immoderation","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"785","big5_vulnerability","Vulnerability","Personality: Big Five","psychology","Psychology","personality","Personality","big_five","Big Five"
"786","lstyle_sleep_schedule","Sleep schedule","Behavior: Time","behavior_interaction","Behavior and Interaction","personal_behavior","Personal Behavior","time_use","Time Use"
"787","lstyle_exercise_freq","Exercise frequency","Health: Fitness","lifestyle_health","Lifestyle and Health","health","Health","health_orientation_behaviors","Health Orientation & Behaviors"
"788","lstyle_diet_type","Diet type","Health: Lifestyle","lifestyle_health","Lifestyle and Health","health","Health","health_orientation_behaviors","Health Orientation & Behaviors"
"789","lstyle_alcohol_use","Alcohol use","Health: Lifestyle","lifestyle_health","Lifestyle and Health","health","Health","health_orientation_behaviors","Health Orientation & Behaviors"
"790","lstyle_smoking","Smoking / vaping","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"791","lstyle_caffeine","Caffeine intake","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"792","lstyle_cooking_freq","Cooking frequency","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"793","lstyle_shopping_style","Shopping style","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"794","lstyle_travel_freq","Travel frequency","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"795","lstyle_commute_mode","Commute mode","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"796","lstyle_pet_ownership","Pet ownership","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"797","lstyle_household_size","Household size","Demographic: Family","background","Background","demographics","Demographics","family","Family"
"798","lstyle_work_schedule","Work schedule","Behavior: Work","behavior_interaction","Behavior and Interaction","work_practices","Work Practices","general_work_practices","General Work Practices"
"799","lstyle_screen_time","Daily screen time","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"800","lstyle_social_battery","Social battery","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"801","lstyle_planning_horizon","Planning horizon","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"802","lstyle_punctuality","Punctuality","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"803","lstyle_tidiness","Tidiness","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"804","lstyle_frugality","Spending vs saving","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"805","lstyle_giving","Charitable giving","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"806","lstyle_news_freq","News consumption","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"807","lstyle_reading_freq","Reading frequency","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"808","lstyle_gaming_freq","Gaming frequency","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"809","lstyle_streaming_hours","Streaming hours/week","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"810","lstyle_music_listening","Music listening","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"811","lstyle_podcast_listening","Podcast listening","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"812","lstyle_primary_social","Primary social platform","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"813","lstyle_primary_messenger","Primary messenger","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"814","lstyle_device_ecosystem","Device ecosystem","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"815","lstyle_browser","Primary browser","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"816","lstyle_payment_pref","Payment preference","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"817","lstyle_banking_style","Banking style","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"818","lstyle_investment_style","Investment style","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"819","lstyle_subscription_count","Active subscriptions","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"820","lstyle_coffee_ritual","Coffee ritual","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"821","lstyle_fashion_sense","Fashion sense","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"822","lstyle_hobby_intensity","Hobby intensity","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"823","lstyle_vacation_style","Vacation style","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"824","lstyle_morning_routine","Morning routine","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"825","lstyle_volunteering","Volunteering","Interests: Culture","lifestyle_health","Lifestyle and Health","culture_daily_life","Culture and Daily Life","lifestyle_patterns","Lifestyle Patterns"
"826","cog_verbosity","Verbosity","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"827","cog_formality","Formality","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"828","cog_directness","Directness","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"829","cog_humor","Humor style","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"830","cog_detail_orientation","Detail orientation","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"831","cog_abstraction","Abstract vs concrete","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"832","cog_optimism","Optimism","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"833","cog_patience","Patience","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"834","cog_curiosity","Curiosity","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"835","cog_skepticism","Skepticism","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"836","cog_open_mindedness","Open-mindedness","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"837","cog_assertiveness","Assertiveness","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"838","cog_emotional_expressiveness","Emotional expressiveness","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"839","cog_conflict_approach","Conflict approach","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"840","cog_feedback_receptiveness","Feedback receptiveness","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"841","cog_ambiguity_tolerance","Ambiguity tolerance","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"842","cog_perfectionism","Perfectionism","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"843","cog_procrastination","Procrastination tendency","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"844","cog_multitasking","Multitasking","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"845","cog_attention_span","Attention span","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"846","cog_learning_pace","Learning pace","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"847","cog_question_asking","Question-asking","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"848","cog_decision_speed","Decision speed","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"849","cog_confidence_calibration","Confidence calibration","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"850","cog_numeracy_comfort","Numeracy comfort","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"851","cog_reading_vs_watching","Reading vs watching","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"852","cog_visual_vs_verbal","Visual vs verbal thinking","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"853","cog_big_picture_vs_detail","Big-picture vs detail","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"854","cog_risk_framing","Risk framing","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"855","cog_empathy_expression","Empathy expression","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"856","cog_storytelling","Storytelling tendency","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"857","cog_precision_of_language","Precision of language","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"858","cog_use_of_jargon","Use of jargon","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"859","cog_emoji_use","Emoji / emoticon use","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"860","cog_politeness","Politeness","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"861","health_general_health","General health","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"862","health_chronic_condition","Chronic condition","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"863","health_mobility","Mobility","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"864","health_vision","Vision","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"865","health_hearing","Hearing","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"866","health_color_vision","Color vision","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"867","health_dexterity","Manual dexterity","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"868","health_mental_health","Mental health","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"869","health_stress_level","Stress level","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"870","health_energy_level","Energy level","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"871","health_sleep_quality","Sleep quality","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"872","health_pain_level","Chronic pain","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"873","health_medication_use","Medication use","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"874","health_dietary_restriction","Dietary restriction","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"875","health_neurodivergence","Neurodivergence","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"876","health_caregiver_status","Caregiver status","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"877","health_health_literacy","Health literacy","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"878","health_insurance_status","Insurance status","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"879","health_fitness_level","Fitness level","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"880","health_cognitive_load_capacity","Cognitive load capacity","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"881","health_contrast_need","High-contrast need","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"882","health_text_size_need","Large-text need","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"883","health_assistive_tech","Assistive technology","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"884","health_motion_sensitivity","Motion sensitivity","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
